company_key,symbol,company_archetype,canonical_metric,metric_applicability,comparison_scope,period_type,period_start,period_end,dimensions,semantic_key,semantic_key_inputs,av_semantic_key,sec_semantic_key,av_observation_id,sec_observation_id,av_observation_id_inputs,sec_observation_id_inputs,av_endpoint,av_field,av_value,av_unit,av_raw_file,sec_taxonomy,sec_candidate_concepts,sec_selected_concept,sec_value,sec_unit,sec_form,sec_accession,sec_filed_at,sec_raw_file,normalization_rule,absolute_difference,relative_difference,comparison_status,rationale,source_status_original,manual_notes
NYSE:IBM,IBM,technology_services,balance.cash_and_equivalents,APPLICABLE,LATEST_COMMON_ANNUAL,instant,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_804583dfa201a2beb9c84175,"{""canonical_metric"":""balance.cash_and_equivalents"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""instant""}",sem_804583dfa201a2beb9c84175,sem_804583dfa201a2beb9c84175,obs_ed6cf8504f1298989597ada5,obs_76bce02b9fcaf898b6c8b2e6,"{""endpoint"":""BALANCE_SHEET"",""field"":""cashAndCashEquivalentsAtCarryingValue"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_804583dfa201a2beb9c84175"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000010"",""concept"":""CashAndCashEquivalentsAtCarryingValue"",""filed_at"":""2026-02-24"",""form"":""10-K"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_804583dfa201a2beb9c84175"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,cashAndCashEquivalentsAtCarryingValue,13641000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,CashAndCashEquivalentsAtCarryingValue:present,CashAndCashEquivalentsAtCarryingValue,13587000000,USD,10-K,0000051143-26-000010,2026-02-24,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,54000000,0.003958654057620409060919287442,NEAR_MATCH,selected CashAndCashEquivalentsAtCarryingValue by form/end/duration/unit; latest filed observation wins,NEAR_MATCH,
NYSE:IBM,IBM,technology_services,balance.cash_and_equivalents,APPLICABLE,LATEST_COMMON_QUARTER,instant,2026-03-31,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_3daeff4c55ea420117ee3823,"{""canonical_metric"":""balance.cash_and_equivalents"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-03-31"",""period_type"":""instant""}",sem_3daeff4c55ea420117ee3823,sem_3daeff4c55ea420117ee3823,obs_f8b54f4750c1468e8435771a,obs_de88c196d46ba8adbabbfa6a,"{""endpoint"":""BALANCE_SHEET"",""field"":""cashAndCashEquivalentsAtCarryingValue"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_3daeff4c55ea420117ee3823"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000038"",""concept"":""CashAndCashEquivalentsAtCarryingValue"",""filed_at"":""2026-04-23"",""form"":""10-Q"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_3daeff4c55ea420117ee3823"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,cashAndCashEquivalentsAtCarryingValue,10819000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,CashAndCashEquivalentsAtCarryingValue:present,CashAndCashEquivalentsAtCarryingValue,10819000000,USD,10-Q,0000051143-26-000038,2026-04-23,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,0,0,MATCH,selected CashAndCashEquivalentsAtCarryingValue by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,balance.total_liabilities,APPLICABLE,LATEST_COMMON_ANNUAL,instant,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_b71373802d6032de535dbf86,"{""canonical_metric"":""balance.total_liabilities"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""instant""}",sem_b71373802d6032de535dbf86,sem_b71373802d6032de535dbf86,obs_379cf72d7b0fd23dcdca79f6,obs_e39eb879e6c1d944784e74b2,"{""endpoint"":""BALANCE_SHEET"",""field"":""totalLiabilities"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_b71373802d6032de535dbf86"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000010"",""concept"":""Liabilities"",""filed_at"":""2026-02-24"",""form"":""10-K"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_b71373802d6032de535dbf86"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,totalLiabilities,119140000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,Liabilities:present,Liabilities,119139000000,USD,10-K,0000051143-26-000010,2026-02-24,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,1000000,0.000008393486654356219573610877959,MATCH,selected Liabilities by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,balance.total_liabilities,APPLICABLE,LATEST_COMMON_QUARTER,instant,2026-03-31,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_a0a2d2a466b134e85f39d626,"{""canonical_metric"":""balance.total_liabilities"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-03-31"",""period_type"":""instant""}",sem_a0a2d2a466b134e85f39d626,sem_a0a2d2a466b134e85f39d626,obs_36bb1f421b76153f5cdd6a8e,obs_270e600490ce434da7c74d2e,"{""endpoint"":""BALANCE_SHEET"",""field"":""totalLiabilities"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_a0a2d2a466b134e85f39d626"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000038"",""concept"":""Liabilities"",""filed_at"":""2026-04-23"",""form"":""10-Q"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_a0a2d2a466b134e85f39d626"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,totalLiabilities,123174000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,Liabilities:present,Liabilities,123174000000,USD,10-Q,0000051143-26-000038,2026-04-23,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,0,0,MATCH,selected Liabilities by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,balance.total_equity,APPLICABLE,LATEST_COMMON_ANNUAL,instant,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_be6c5bf05c96ae480d1c0bac,"{""canonical_metric"":""balance.total_equity"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""instant""}",sem_be6c5bf05c96ae480d1c0bac,sem_be6c5bf05c96ae480d1c0bac,obs_65d75dd8a9aa5c87c27688ec,obs_03533c7c3e38f712355d260e,"{""endpoint"":""BALANCE_SHEET"",""field"":""totalShareholderEquity"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_be6c5bf05c96ae480d1c0bac"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000010"",""concept"":""StockholdersEquity"",""filed_at"":""2026-02-24"",""form"":""10-K"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_be6c5bf05c96ae480d1c0bac"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,totalShareholderEquity,32648000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,StockholdersEquity:present; StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest:present,StockholdersEquity,32648000000,USD,10-K,0000051143-26-000010,2026-02-24,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,0,0,MATCH,selected StockholdersEquity by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,balance.total_equity,APPLICABLE,LATEST_COMMON_QUARTER,instant,2026-03-31,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_ef252f97e755bbf7340f9c8a,"{""canonical_metric"":""balance.total_equity"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-03-31"",""period_type"":""instant""}",sem_ef252f97e755bbf7340f9c8a,sem_ef252f97e755bbf7340f9c8a,obs_d70318df4187a75cd6233093,obs_dbf0f27015c21a1d0d16583b,"{""endpoint"":""BALANCE_SHEET"",""field"":""totalShareholderEquity"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_ef252f97e755bbf7340f9c8a"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000038"",""concept"":""StockholdersEquity"",""filed_at"":""2026-04-23"",""form"":""10-Q"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_ef252f97e755bbf7340f9c8a"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,totalShareholderEquity,32974000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,StockholdersEquity:present; StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest:present,StockholdersEquity,32974000000,USD,10-Q,0000051143-26-000038,2026-04-23,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,0,0,MATCH,selected StockholdersEquity by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,balance.total_debt,APPLICABLE,LATEST_COMMON_ANNUAL,instant,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_c402ec58dc3fe64b454cc14d,"{""canonical_metric"":""balance.total_debt"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""instant""}",sem_c402ec58dc3fe64b454cc14d,sem_c402ec58dc3fe64b454cc14d,obs_5afee997718705fd9d78b1cb,obs_ae5765ecb5edb4d8f4742c7f,"{""endpoint"":""BALANCE_SHEET"",""field"":""shortLongTermDebtTotal"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_c402ec58dc3fe64b454cc14d"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":"""",""concept"":"""",""filed_at"":"""",""form"":"""",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_c402ec58dc3fe64b454cc14d"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,shortLongTermDebtTotal,67154000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,LongTermDebtAndFinanceLeaseObligationsCurrent:missing; LongTermDebtCurrent:present; ShortTermBorrowings:present; LongTermDebtAndFinanceLeaseObligationsNoncurrent:missing; LongTermDebtNoncurrent:present; LongTermDebt:present; CurrentDebt:missing,,,,,,,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,,,COMPOSITE_REQUIRED,SEC total debt requires explicit component formula; no configured debt component formula was complete,REQUIRES_COMPOSITION,"LongTermDebtAndFinanceLeaseObligationsCurrent + LongTermDebtAndFinanceLeaseObligationsNoncurrent missing LongTermDebtAndFinanceLeaseObligationsCurrent,LongTermDebtAndFinanceLeaseObligationsNoncurrent; LongTermDebtCurrent + LongTermDebtNoncurrent + ShortTermBorrowings missing LongTermDebtCurrent; CurrentDebt + LongTermDebtNoncurrent missing CurrentDebt; LongTermDebt + ShortTermBorrowings missing LongTermDebt"
NYSE:IBM,IBM,technology_services,balance.total_debt,APPLICABLE,LATEST_COMMON_QUARTER,instant,2026-03-31,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_e2cc8edb464c07675d0c4fcb,"{""canonical_metric"":""balance.total_debt"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-03-31"",""period_type"":""instant""}",sem_e2cc8edb464c07675d0c4fcb,sem_e2cc8edb464c07675d0c4fcb,obs_c0c11390bcff9fe00f0d6434,obs_2d344e26a93fad1925e74317,"{""endpoint"":""BALANCE_SHEET"",""field"":""shortLongTermDebtTotal"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt"",""semantic_key"":""sem_e2cc8edb464c07675d0c4fcb"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":"""",""concept"":"""",""filed_at"":"""",""form"":"""",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_e2cc8edb464c07675d0c4fcb"",""source_system"":""SEC_COMPANYFACTS""}",BALANCE_SHEET,shortLongTermDebtTotal,69802000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/003_balance_sheet_ibm.txt,us-gaap,LongTermDebtAndFinanceLeaseObligationsCurrent:missing; LongTermDebtCurrent:present; ShortTermBorrowings:present; LongTermDebtAndFinanceLeaseObligationsNoncurrent:missing; LongTermDebtNoncurrent:present; LongTermDebt:present; CurrentDebt:missing,,,,,,,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,,,COMPOSITE_REQUIRED,SEC total debt requires explicit component formula; no configured debt component formula was complete,REQUIRES_COMPOSITION,"LongTermDebtAndFinanceLeaseObligationsCurrent + LongTermDebtAndFinanceLeaseObligationsNoncurrent missing LongTermDebtAndFinanceLeaseObligationsCurrent,LongTermDebtAndFinanceLeaseObligationsNoncurrent; LongTermDebtCurrent + LongTermDebtNoncurrent + ShortTermBorrowings missing LongTermDebtCurrent; CurrentDebt + LongTermDebtNoncurrent missing CurrentDebt; LongTermDebt + ShortTermBorrowings missing LongTermDebt"
NYSE:IBM,IBM,technology_services,cashflow.operating_cash_flow,APPLICABLE,LATEST_COMMON_ANNUAL,duration,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_ef4c7322396e97c8cbad4b31,"{""canonical_metric"":""cashflow.operating_cash_flow"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""duration""}",sem_ef4c7322396e97c8cbad4b31,sem_ef4c7322396e97c8cbad4b31,obs_6d96417a50633a8388a6f141,obs_d408a6d0ab2244680df14f52,"{""endpoint"":""CASH_FLOW"",""field"":""operatingCashflow"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt"",""semantic_key"":""sem_ef4c7322396e97c8cbad4b31"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000010"",""concept"":""NetCashProvidedByUsedInOperatingActivities"",""filed_at"":""2026-02-24"",""form"":""10-K"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_ef4c7322396e97c8cbad4b31"",""source_system"":""SEC_COMPANYFACTS""}",CASH_FLOW,operatingCashflow,13192000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt,us-gaap,NetCashProvidedByUsedInOperatingActivities:present,NetCashProvidedByUsedInOperatingActivities,13193000000,USD,10-K,0000051143-26-000010,2026-02-24,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,1000000,0.00007579777154551656181308269537,MATCH,selected NetCashProvidedByUsedInOperatingActivities by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,cashflow.operating_cash_flow,APPLICABLE,LATEST_COMMON_QUARTER,duration,2026-01-01,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_0ddbfc344191757322b9b5ba,"{""canonical_metric"":""cashflow.operating_cash_flow"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-01-01"",""period_type"":""duration""}",sem_0ddbfc344191757322b9b5ba,sem_0ddbfc344191757322b9b5ba,obs_c7740fd6f87ccb0c5b4aa414,obs_309a828a1c6127552411ee88,"{""endpoint"":""CASH_FLOW"",""field"":""operatingCashflow"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt"",""semantic_key"":""sem_0ddbfc344191757322b9b5ba"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000038"",""concept"":""NetCashProvidedByUsedInOperatingActivities"",""filed_at"":""2026-04-23"",""form"":""10-Q"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_0ddbfc344191757322b9b5ba"",""source_system"":""SEC_COMPANYFACTS""}",CASH_FLOW,operatingCashflow,5169000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt,us-gaap,NetCashProvidedByUsedInOperatingActivities:present,NetCashProvidedByUsedInOperatingActivities,5169000000,USD,10-Q,0000051143-26-000038,2026-04-23,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,,0,0,MATCH,selected NetCashProvidedByUsedInOperatingActivities by form/end/duration/unit; latest filed observation wins,MATCH,
NYSE:IBM,IBM,technology_services,cashflow.capital_expenditure,APPLICABLE,LATEST_COMMON_ANNUAL,duration,2025-01-01,2025-12-31,"{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""}",sem_e59a204b6d83316bc864162d,"{""canonical_metric"":""cashflow.capital_expenditure"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_ANNUAL"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""annual"",""reporting_basis"":""reported""},""period_end"":""2025-12-31"",""period_start"":""2025-01-01"",""period_type"":""duration""}",sem_e59a204b6d83316bc864162d,sem_e59a204b6d83316bc864162d,obs_a43a9bc2bd42d71265b5636a,obs_a96f3aa46d83844a0a72dad6,"{""endpoint"":""CASH_FLOW"",""field"":""capitalExpenditures"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt"",""semantic_key"":""sem_e59a204b6d83316bc864162d"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000010"",""concept"":""PaymentsToAcquirePropertyPlantAndEquipment"",""filed_at"":""2026-02-24"",""form"":""10-K"",""period_end"":""2025-12-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_e59a204b6d83316bc864162d"",""source_system"":""SEC_COMPANYFACTS""}",CASH_FLOW,capitalExpenditures,1617000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment:present; PaymentsToAcquireProductiveAssets:missing; CapitalExpendituresIncurredButNotYetPaid:missing,PaymentsToAcquirePropertyPlantAndEquipment,1091000000,USD,10-K,0000051143-26-000010,2026-02-24,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,preserve_source_sign_explain_only,526000000,0.3252937538651824366110080396,MISMATCH,selected PaymentsToAcquirePropertyPlantAndEquipment by form/end/duration/unit; latest filed observation wins,DIFFERENT,
NYSE:IBM,IBM,technology_services,cashflow.capital_expenditure,APPLICABLE,LATEST_COMMON_QUARTER,duration,2026-01-01,2026-03-31,"{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""}",sem_36166ce3efe3b47bb412b547,"{""canonical_metric"":""cashflow.capital_expenditure"",""company_key"":""NYSE:IBM"",""comparison_scope"":""LATEST_COMMON_QUARTER"",""dimensions"":{""entity_scope"":""consolidated"",""period_kind"":""quarter"",""reporting_basis"":""reported""},""period_end"":""2026-03-31"",""period_start"":""2026-01-01"",""period_type"":""duration""}",sem_36166ce3efe3b47bb412b547,sem_36166ce3efe3b47bb412b547,obs_b902977e56133d890ed5339c,obs_822946fa97ee91c8a0f1d21e,"{""endpoint"":""CASH_FLOW"",""field"":""capitalExpenditures"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt"",""semantic_key"":""sem_36166ce3efe3b47bb412b547"",""source_system"":""ALPHA_VANTAGE""}","{""accession"":""0000051143-26-000038"",""concept"":""PaymentsToAcquirePropertyPlantAndEquipment"",""filed_at"":""2026-04-23"",""form"":""10-Q"",""period_end"":""2026-03-31"",""raw_file"":""/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json"",""semantic_key"":""sem_36166ce3efe3b47bb412b547"",""source_system"":""SEC_COMPANYFACTS""}",CASH_FLOW,capitalExpenditures,391000000,USD,/Users/lyuhongwang/Desktop/AlphaVantage/artifacts/alpha_vantage/raw/demo/004_cash_flow_ibm.txt,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment:present; PaymentsToAcquireProductiveAssets:missing; CapitalExpendituresIncurredButNotYetPaid:missing,PaymentsToAcquirePropertyPlantAndEquipment,232000000,USD,10-Q,0000051143-26-000038,2026-04-23,/Users/lyuhongwang/Desktop/AlphaVantage/spikes/step_0b/work/raw/sec/ibm_companyfacts.json,preserve_source_sign_explain_only,159000000,0.4066496163682864450127877238,MISMATCH,selected PaymentsToAcquirePropertyPlantAndEquipment by form/end/duration/unit; latest filed observation wins,DIFFERENT,
